title|url|rss|issn|publisher|subjects
Turkish Journal of Energy Policy|https://dergipark.org.tr/en/pub/tjep|https://paperity.org/rss/?q=journal_pid:131486|2602-4659|-|-
Turkish Journal of Engineering|https://dergipark.org.tr/en/pub/tuje|https://paperity.org/rss/?q=journal_pid:207110|2587-1366|-|-
Turkish Journal of Engineering and Environmental Sciences|https://dergipark.org.tr/en/pub/tbtkengineering|https://paperity.org/rss/?q=journal_pid:235863|1300-0160, 1303-6157|-|-
Turkish Journal of Entomology|https://dergipark.org.tr/en/pub/entoted|https://paperity.org/rss/?q=journal_pid:151421|1010-6960, 2536-491X|-|-
Turkish Journal of Family Medicine and Primary Care|https://dergipark.org.tr/en/pub/tjfmpc|https://paperity.org/rss/?q=journal_pid:2472|1307-2048|-|-
Turkish Journal of Fashion Design and Management|https://dergipark.org.tr/en/pub/tjfdm|https://paperity.org/rss/?q=journal_pid:37952|-|-|-
Turkish Journal Of Field Crops|https://dergipark.org.tr/en/pub/tjfc|https://paperity.org/rss/?q=journal_pid:31225|1301-1111|-|-
Turkish Journal of Food and Agriculture Sciences|https://dergipark.org.tr/en/pub/turjfas|https://paperity.org/rss/?q=journal_pid:123944|2687-3818|-|-
Turkish Journal of Forecasting|https://dergipark.org.tr/en/pub/forecasting|https://paperity.org/rss/?q=journal_pid:88731|2618-6594|-|-
Turkish Journal of Forest Science|http://dergipark.gov.tr/turkjforsci|https://paperity.org/rss/?q=journal_pid:98832|2618-6616|Kahramanmaras Sutcu Imam University|forest;forest products;landscape architecture;forestry;GIS;remote sensing
"Turkish Journal of Forestry | Türkiye Ormancılık Dergisi"|http://dergipark.gov.tr/tjf|https://paperity.org/rss/?q=journal_pid:117484|2149-3898|-|-
Turkish Journal of Giftedness and Education|http://www.tuzed.org/|https://paperity.org/rss/?q=journal_pid:251668|2146-3832|Turkish Journal of Giftedness and Education |educational psychology;talent development;creative development;gifted education;gifted and talented students
Turkish Journal of Health Science and Life|https://dergipark.org.tr/en/pub/tjhsl|https://paperity.org/rss/?q=journal_pid:146237|2687-2730|-|-
Turkish Journal of Hematology|http://www.tjh.com.tr/|https://paperity.org/rss/?q=journal_pid:236969|1308-5263, 1300-7777|Galenos Yayinevi|hematology;hematologic diseases;laboratory analyses;clinical research;experimental research
Turkish Journal of History / Tarih Dergisi|http://dergipark.gov.tr/iutarih|https://paperity.org/rss/?q=journal_pid:174990|1015-1818|-|-
Turkish Journal of Internal Medicine|https://dergipark.org.tr/en/pub/tjim|https://paperity.org/rss/?q=journal_pid:83540|2687-4245|-|-
Turkish Journal of Islamic Economics|http://dergipark.ulakbim.gov.tr/beuntujise|https://paperity.org/rss/?q=journal_pid:203743|2148-3809|Turkish Islamic Economists|Islamic economics;economics
Turkish Journal of Kinesiology|http://dergipark.gov.tr/turkjkin|https://paperity.org/rss/?q=journal_pid:232496|2459-0134|Turkish Journal of Kinesiology|kinesiology;exercise;sport;athletes;coaching;performance
Turkish Journal of Life Sciences|https://dergipark.org.tr/en/pub/tjls|https://paperity.org/rss/?q=journal_pid:154788|2536-4472|-|-
Turkish Journal of Maritime and Marine Sciences|http://edergi.odu.edu.tr/ojs/index.php/JMMS/index|https://paperity.org/rss/?q=journal_pid:261249|2564-7016|Ordu Üniversitesi |maritime sciences;marine sciences
Turkish Journal of Materials|https://dergipark.org.tr/en/pub/turkjmater|https://paperity.org/rss/?q=journal_pid:223671|2636-8668|-|-
Turkish Journal of Mathematics|https://dergipark.org.tr/en/pub/tbtkmath|https://paperity.org/rss/?q=journal_pid:27858|1300-0098, 1303-6149|-|-
Turkish Journal of Mathematics and Computer Science|https://dergipark.org.tr/en/pub/tjmcs|https://paperity.org/rss/?q=journal_pid:56611|2148-1830|-|-
Turkish Journal of Medical Sciences|https://dergipark.org.tr/en/pub/tbtkmedical|https://paperity.org/rss/?q=journal_pid:85364|1300-0144, 1303-6165|-|-
Turkish Journal of Nuclear Sciences|https://dergipark.org.tr/en/pub/tjns|https://paperity.org/rss/?q=journal_pid:114117|0254-5446|-|-
Turkish Journal of Obstetrics and Gynecology|http://www.tjoddergisi.org/|https://paperity.org/rss/?q=journal_pid:297187|2149-9330, 2149-9322|Galenos Yayinevi|gynecology;obstetrics;urogynecology
The Turkish Journal Of Occupational / Environmental Medicine and Safety|http://dergipark.gov.tr/turjoem|https://paperity.org/rss/?q=journal_pid:141053|2149-4711, 2149-4711|-|-
Turkish Journal of Physics|https://dergipark.org.tr/en/pub/tbtkphysics|https://paperity.org/rss/?q=journal_pid:142870|1300-0101, 1303-6122|-|-
Turkish Journal of Primary Education|https://dergipark.org.tr/en/pub/tujped|https://paperity.org/rss/?q=journal_pid:171623|2602-3873|-|-
Turkish Journal of Public Health|https://dergipark.org.tr/en/pub/tjph|https://paperity.org/rss/?q=journal_pid:180174|1304-1088|-|-
Turkish Journal of Science|https://dergipark.org.tr/en/pub/tjos|https://paperity.org/rss/?q=journal_pid:229129|2587-0971, 2587-0971|-|-
Turkish Journal of Shiite Studies|https://dergipark.org.tr/en/pub/siader|https://paperity.org/rss/?q=journal_pid:257882|2687-1882|-|-
Turkish Journal of Special Education|https://dergipark.org.tr/en/pub/trsped|https://paperity.org/rss/?q=journal_pid:24491|-|-|-
Turkish Journal of Sport and Exercise|https://dergipark.org.tr/en/pub/tsed|https://paperity.org/rss/?q=journal_pid:53244|2147-5652|-|-
Turkish Journal of Veterinary and Animal Sciences|https://dergipark.org.tr/en/pub/tbtkveterinary|https://paperity.org/rss/?q=journal_pid:81997|1300-0128, 1303-6181|-|-
Turkish Journal of Veterinary Research|https://dergipark.org.tr/en/pub/tjvr|https://paperity.org/rss/?q=journal_pid:156338|2602-3695|-|-
Turkish Journal of Water Science and Management|https://dergipark.org.tr/en/pub/tjwsm|https://paperity.org/rss/?q=journal_pid:139503|2536-474X, 2564-7334|-|-
Turkish Journal of Weed Science|https://dergipark.org.tr/en/pub/tjws|https://paperity.org/rss/?q=journal_pid:227038|1303-6491, 2458-7966|-|-
Turkish Journal of Zoology|https://dergipark.org.tr/en/pub/tbtkzoology|https://paperity.org/rss/?q=journal_pid:168256|1300-0179, 1303-6114|-|-
Turkish Medical Student Journal|https://dergipark.org.tr/en/pub/tmsj|https://paperity.org/rss/?q=journal_pid:225762|2148-4724, 2548-0030|-|-
The Turkish Online Journal of Design Art and Communication|https://dergipark.org.tr/en/pub/tojdac|https://paperity.org/rss/?q=journal_pid:169806|2146-5193, 2146-5193|-|-
The Turkish Online Journal of Distance Education|http://tojde.anadolu.edu.tr/homepage.html|https://paperity.org/rss/?q=journal_pid:254515|1302-6488|Anadolu University, Eskisehir|communication;educational technology;distance education;online learning
Turkish Online Journal of English Language Teaching|http://dergipark.gov.tr/tojelt|https://paperity.org/rss/?q=journal_pid:21124|2458-9918|KeD Publishing|language teaching;ELT;SLA
Turkish Online Journal of Qualitative Inquiry|http://dergipark.gov.tr/tojqi|https://paperity.org/rss/?q=journal_pid:49877|1309-6591|Turkish Online Journal of Qualitative Inquiry (TOJQI)|qualitative research methods;mixed methodology;action research;social sciences;humanities;educational sciences
Turkish Special Education Journal: International|https://dergipark.org.tr/en/pub/tseji|https://paperity.org/rss/?q=journal_pid:205130|2630-6123|-|-
Turkish Veterinary Journal|https://dergipark.org.tr/en/pub/turkvetj|https://paperity.org/rss/?q=journal_pid:81723|2667-8292|-|-
The Turkish Yearbook of International Relations|https://dergipark.org.tr/en/pub/tyir|https://paperity.org/rss/?q=journal_pid:198559|0544-1943, 2667-5382|-|-
Türkiye Adalet Akademisi Dergisi|https://dergipark.org.tr/en/pub/taad|https://paperity.org/rss/?q=journal_pid:12299|1309-6826|-|-
Türkiye Araştırmaları Literatür Dergisi|https://dergipark.org.tr/en/pub/talid|https://paperity.org/rss/?q=journal_pid:212020|1303-9369|-|-
Türkiye Bilimsel Araştırmalar Dergisi|http://dergipark.gov.tr/tbad|https://paperity.org/rss/?q=journal_pid:241047|2602-4632|-|-
Türkiye Bilişim Vakfı Bilgisayar Bilimleri ve Mühendisliği Dergisi|https://dergipark.org.tr/en/pub/tbbmd|https://paperity.org/rss/?q=journal_pid:7656|1305-8991, 2618-5997|-|-
Türkiye Biyolojik Mücadele Dergisi|https://dergipark.org.tr/en/pub/tbmd|https://paperity.org/rss/?q=journal_pid:181724|2146-0035, 2548-1002|-|-
Türkiye Bütüncül Psikoterapi Dergisi|https://dergipark.org.tr/en/pub/bpd|https://paperity.org/rss/?q=journal_pid:65162|2587-2702, 2602-4896|-|-
Türkiye Çocuk Hastalıkları Dergisi|https://dergipark.org.tr/en/pub/tchd|https://paperity.org/rss/?q=journal_pid:147780|1307-4490, 2148-3566|-|-
Türkiye Diyabet ve Obezite Dergisi|https://dergipark.org.tr/en/pub/tudod|https://paperity.org/rss/?q=journal_pid:220304|2587-0335, 2587-0572|-|-
Türkiye Eğitim Dergisi|https://dergipark.org.tr/en/pub/turkegitimdergisi|https://paperity.org/rss/?q=journal_pid:93915|2587-1390|-|-
Türkiye Ekopatoloji Dergisi|https://dergipark.org.tr/en/pub/tepd|https://paperity.org/rss/?q=journal_pid:122668|1300-7939|-|-
Türkiye Entomoloji Bülteni|https://dergipark.org.tr/en/pub/entoteb|https://paperity.org/rss/?q=journal_pid:242597|2146-975X, 2536-4928|-|-
Türkiye Fotogrametri Dergisi|https://dergipark.org.tr/en/pub/tufod|https://paperity.org/rss/?q=journal_pid:110476|-|-|-
Türkiye İlahiyat Araştırmaları Dergisi|https://dergipark.org.tr/en/pub/tiad|https://paperity.org/rss/?q=journal_pid:208927|2602-3067|-|-
Türkiye İnsan Hakları ve Eşitlik Kurumu Akademik Dergisi|https://dergipark.org.tr/en/pub/tihek|https://paperity.org/rss/?q=journal_pid:179633|2667-4599|-|-
Türkiye Jeoloji Bülteni / Geological Bulletin of Turkey|http://dergipark.gov.tr/tjb|https://paperity.org/rss/?q=journal_pid:232444|1016-9164, 2564-6745|-|-
Turkiye Kimya Dernegi Dergisi Kisim C: Kimya Egitimi|https://dergipark.org.tr/en/pub/jotcsc|https://paperity.org/rss/?q=journal_pid:78630|2459-1734|-|-
Türkiye Mesleki ve Sosyal Bilimler Dergisi|https://dergipark.org.tr/en/pub/jovosst|https://paperity.org/rss/?q=journal_pid:205286|-|-|-
Türkiye Ortadoğu Çalışmaları Dergisi|http://dergipark.gov.tr/tocd|https://paperity.org/rss/?q=journal_pid:4289|2147-7523|Sakarya University|Middle East;regional affairs;Middle East politics;religions and sects
Türkiye Peyzaj Araştırmaları Dergisi|https://dergipark.org.tr/en/pub/peyad|https://paperity.org/rss/?q=journal_pid:33042|2645-8942, 2645-8942|-|-
Türkiye Rusya Araştırmaları Dergisi|https://dergipark.org.tr/en/pub/trad|https://paperity.org/rss/?q=journal_pid:66438|2687-3583|-|-
Türkiye Sağlık Bilimleri ve Araştırmaları Dergisi|https://dergipark.org.tr/en/pub/tusbad|https://paperity.org/rss/?q=journal_pid:61795|2651-3005|-|-
Türkiye Siyaset Bilimi Dergisi|https://dergipark.org.tr/en/pub/tsbder|https://paperity.org/rss/?q=journal_pid:162531|2587-2346, 2667-775X|-|-
Türkiye Sosyal Araştırmalar Dergisi|https://dergipark.org.tr/en/pub/tsadergisi|https://paperity.org/rss/?q=journal_pid:90548|1301-370X|-|-
Türkiye Sosyal Hizmet Araştırmaları Dergisi|https://dergipark.org.tr/en/pub/tushad|https://paperity.org/rss/?q=journal_pid:119301|2602-3393|-|-
Türkiye Spor Bilimleri Dergisi|https://dergipark.org.tr/en/pub/tusbid|https://paperity.org/rss/?q=journal_pid:148054|2618-5911|-|-
Türkiye Tarımsal Araştırmalar Dergisi|http://dergipark.gov.tr/tutad|https://paperity.org/rss/?q=journal_pid:176807|2528-858X, 2148-2306|Siirt University|agriculture;agronomy;soil science;breeding;biotechnology;plant science
Türkiye Teknoloji ve Uygulamalı Bilimler Dergisi|https://dergipark.org.tr/en/pub/tubid|https://paperity.org/rss/?q=journal_pid:205560|2528-8652|-|-
Türklük Bilimi Araştırmaları|https://dergipark.org.tr/en/pub/tubar|https://paperity.org/rss/?q=journal_pid:234313|1300-7874, 2564-6915|-|-
Türkoloji Araştırmaları Dergisi|https://dergipark.org.tr/en/pub/turkolojiarastirmalari|https://paperity.org/rss/?q=journal_pid:72905|-|-|-
Türkoloji Dergisi|https://dergipark.org.tr/en/pub/turkoloji|https://paperity.org/rss/?q=journal_pid:922|2602-4934|-|-
Turkophone|https://dergipark.org.tr/en/pub/turkophone|https://paperity.org/rss/?q=journal_pid:107383|2148-6808, 2148-6808|-|-
TÜRÜK Uluslararası Dil Edebiyat ve Halk Bilimi Araştırmaları Dergisi|https://dergipark.org.tr/en/pub/turuk|https://paperity.org/rss/?q=journal_pid:29675|2147-8872|-|-
Turystyka Kulturowa|http://www.turystykakulturowa.org|https://paperity.org/rss/?q=journal_pid:66237|1689-4642|-|-
Tutorials in Quantitative Methods for Psychology|http://www.tqmp.org/|https://paperity.org/rss/?q=journal_pid:247181|1913-4126|Université d'Ottawa|quantitative psychology;experimental psychology;methods;statistics
Tutors: A Site for Multiliteracies About Tutoring|http://digitalcommons.plattsburgh.edu/tutors|https://paperity.org/rss/?q=journal_pid:103489|-|SUNY Plattsburgh|-
The Tuxedo Archives|http://scholar.dominican.edu/tuxedolit|https://paperity.org/rss/?q=journal_pid:101405|-|Dominican University of California|-
TV Series|http://tvseries.revues.org|https://paperity.org/rss/?q=journal_pid:60661|2266-0909|Groupe de Recherche Identités et Cultures|culture;visual studies;sociology;war;religion;cultural history
TvV Tijdschrift voor Verzorgenden|https://link.springer.com/journal/41183|https://paperity.org/rss/?q=journal_pid:6543|-|Bohn Stafleu van Loghum|TvV Tijdschrift voor Verzorgenden, Nursing
TVZ - Verpleegkunde in praktijk en wetenschap|https://link.springer.com/journal/41184|https://paperity.org/rss/?q=journal_pid:248485|-|Bohn Stafleu van Loghum|TVZ - Verpleegkunde in praktijk en wetenschap, Nursing
TWMS Journal of Applied and Engineering Mathematics|http://jaem.isikun.edu.tr|https://paperity.org/rss/?q=journal_pid:58428|2146-1147|Isik University|applied mathematics;engineering mathematics;mathematical physics;discrete mathematics
TxDLA Journal of Distance Learning|http://scholarworks.sfasu.edu/txdla_jdl|https://paperity.org/rss/?q=journal_pid:132242|-|Stephen F. Austin State University|-
Tydskrif vir Geesteswetenskappe|http://www.scielo.org.za/scielo.php?script=sci_serial&pid=0041-4751&lng=en|https://paperity.org/rss/?q=journal_pid:149233|2224-7912, 0041-4751|-|-
Tydskrif vir Letterkunde|http://journals.assaf.org.za/index.php/tvl|https://paperity.org/rss/?q=journal_pid:177986|2309-9070, 0041-476X|Tydskrif vir Letterkunde Association|African literature;cultural practices;Francophone literature
Tzintzun|http://www.scielo.org.mx/scielo.php?script=sci_serial&pid=0188-2872&lng=en|https://paperity.org/rss/?q=journal_pid:139132|0188-2872|-|-
Tzintzun. Revista de estudios históricos|http://www.scielo.org.mx/scielo.php?script=sci_serial&pid=1870-719X&lng=en|https://paperity.org/rss/?q=journal_pid:167885|2007-963X, 1870-719X|-|-
Tzu-Chi Medical Journal|http://www.tcmjmed.com|https://paperity.org/rss/?q=journal_pid:133244|2223-8956, 1016-3190|Wolters Kluwer Medknow Publications|tuberculosis;alcoholism;clinical medicine;therapeutics;medical education;vegetarianism
U.Porto Journal of Engineering|https://journalengineering.fe.up.pt|https://paperity.org/rss/?q=journal_pid:395416|2183-6493|Universidade do Porto|engineering
UC Irvine Law Review|http://scholarship.law.uci.edu/ucilr|https://paperity.org/rss/?q=journal_pid:160995|2327-4514|University of California, Irvine School of Law|-
Učenye Zapiski Kazanskogo Gosudarstvennogo Universiteta: Seriâ Estestvennye Nauki|http://kpfu.ru/uz-eng/ns|https://paperity.org/rss/?q=journal_pid:469972|1815-6169|Kazan Federal University|earth and natural sciences
Učënye Zapiski Kazanskogo Universiteta: Seriâ Fiziko-Matematičeskie Nauki|http://kpfu.ru/uz-eng/phm/about-the-journal|https://paperity.org/rss/?q=journal_pid:12077|2500-2198, 2541-7746|Kazan Federal University|mathematics;physics;mechanics
Učënye Zapiski Kazanskogo Universiteta: Seriâ Gumanitarnye Nauki|http://kpfu.ru/uz-eng/hum/about-the-journal|https://paperity.org/rss/?q=journal_pid:444801|2500-2171, 2541-7738|Kazan Federal University|socio-humanistic sciences
Učënye Zapiski Kazanskogo Universiteta. Seriâ Estestvennye Nauki|http://kpfu.ru/uz-eng/ns|https://paperity.org/rss/?q=journal_pid:460568|2500-218X, 2542-064X|Kazan Federal University|earth and natural sciences
Učenye Zapiski Komsomolʹskogo-na-Amure Gosudarstvennogo Tehničeskogo Universiteta|http://www.uzknastu.ru|https://paperity.org/rss/?q=journal_pid:57821|2222-5218, 2076-4359|Komsomolsk-na-Amure State Technical University|engineering;humanities;cultural sciences
UDigital Commons|http://digitalcommons.udallas.edu/univscholar|https://paperity.org/rss/?q=journal_pid:52918|-|University of Dallas|-
Ufkun Ötesi Bilim Dergisi|https://dergipark.org.tr/en/pub/uobild|https://paperity.org/rss/?q=journal_pid:240773|1303-202X|-|-
Ufuq-i Dānish|http://hms.gmu.ac.ir/index.php?sid=1&slc_lang=en|https://paperity.org/rss/?q=journal_pid:235204|2252-0805, 1735-1855|Gonabad University of Medical Sciences (GMU)|medical sciences;medicine
Uhuru|http://lib.dr.iastate.edu/uhuru|https://paperity.org/rss/?q=journal_pid:189748|-|Iowa State University|-
UIR Law Review|http://journal.uir.ac.id/index.php/uirlawreview|https://paperity.org/rss/?q=journal_pid:226816|2548-768X, 2548-7671|UIR Press|law;regulation
Uisahak|http://medhist.kams.or.kr|https://paperity.org/rss/?q=journal_pid:293234|2093-5609, 1225-505X|Korean Society for the History of Medicine|medical history;history of Oriental medicine;social history of medicine
UKH Journal of Science and Engineering|https://journals.ukh.edu.krd/index.php/ukhjse|https://paperity.org/rss/?q=journal_pid:342723|2520-7792|Univeristy of Kurdistan Hewler|Engineering;Technology;Medical Science;Applied Science
UKH Journal of Social Sciences|https://journals.ukh.edu.krd/index.php/ukhjss|https://paperity.org/rss/?q=journal_pid:370141|2520-7806|University of Kurdistan Hewler|humanities;political science;linguistics;education;geography
Ukrainian Biopharmaceutical Journal|http://ubphj.nuph.edu.ua/|https://paperity.org/rss/?q=journal_pid:410004|2311-715X 2519-8750|National University of Pharmacy|-
Ukrainian Botanical Journal|http://ukrbotj.co.ua/|https://paperity.org/rss/?q=journal_pid:418503|2415-8860, 0372-4123|M.G.Kholodny Institute of Botany|plant science;mycology;botany;taxonomy;ecology;conservation
Ukrainian Food Journal|http://ufj.ho.ua|https://paperity.org/rss/?q=journal_pid:231303|2313-5891, 2304-974X|National university of food technologies|food engineering;food chemistry;food packaging
Ukrainian information space|http://ukrinfospace.knukim.edu.ua/|https://paperity.org/rss/?q=journal_pid:419089|2616-7948 2617-1244|Kyiv National University of Culture and Arts|-
Ukrainian Journal of Ecology|http://ojs.mdpu.org.ua/index.php/biol|https://paperity.org/rss/?q=journal_pid:15281|2520-2138|Alex Matsyura Publishing |entomology;botany;zoology;agricultural ecology;ornithology
Ukrainian Journal of Library Science and Information Sciences|http://librinfosciences.knukim.edu.ua/|https://paperity.org/rss/?q=journal_pid:447842|2616-7654 2617-8427|Kyiv National University of Culture and Arts|-
Ukrainian Mathematical Journal|https://link.springer.com/journal/11253|https://paperity.org/rss/?q=journal_pid:167899|-|Springer US|Ukrainian Mathematical Journal, Mathematics, general, Analysis, Applications of Mathematics, Geometry, Statistics, general, Algebra
Ukrainian Metrological Journal|http://umj.metrology.kharkov.ua/|https://paperity.org/rss/?q=journal_pid:469327|2306-7039 2522-1345|"NSC ""Institute of Metrology"""|-
Ukrainian Neurosurgical Journal|http://theunj.org/|https://paperity.org/rss/?q=journal_pid:413905|2663-9084 2663-9092|Ukrainian Association of Neurosurgeons|-
Ukrainian Policymaker|http://www.ukrpolitic.com/|https://paperity.org/rss/?q=journal_pid:296171|2617-2208, 2617-2194|International Society of Philosophy and Cosmology (ISPC) |Ukrainian policy;future studies in economics;strategic management;international image of Ukraine;public administration in Ukraine;future image of Ukraine
Ukrainian Polish studies|http://polonistyka.zu.edu.ua/|https://paperity.org/rss/?q=journal_pid:390069|2220-4555|Zhytomyr State University named after Ivan Franko|-
Ukrainian professional education = Ukrainian professional education|http://upepnpu.pnpu.edu.ua/|https://paperity.org/rss/?q=journal_pid:308994|2519-8254 2616-6747|Poltava National Pedagogical University named after VG Korolenko|-
Ukrainian Studies|http://journal.ndiu.org.ua/|https://paperity.org/rss/?q=journal_pid:327379|2413-7065 2413-7103|Research Institute of Ukrainian Studies|-
Ulakbilge: Sosyal Bilimler Dergisi|http://www.ulakbilge.com|https://paperity.org/rss/?q=journal_pid:87181|2148-0451|Sada Institute of Art and Language Studies|social sciences;arts;languages
Ulisa: Uluslararası Çalışmalar Dergisi|https://dergipark.org.tr/en/pub/ulisa|https://paperity.org/rss/?q=journal_pid:115934|2602-3245|-|-
Ultima década|http://www.scielo.cl/scielo.php?script=sci_serial&pid=0718-2236&lng=en|https://paperity.org/rss/?q=journal_pid:20753|0718-2236|-|-
Ultrasonography|http://e-ultrasonography.org|https://paperity.org/rss/?q=journal_pid:209232|2288-5943, 2288-5919|Korean Society of Ultrasound in Medicine|ultrasound technology;disease
The Ultrasound Journal|https://theultrasoundjournal.springeropen.com/|https://paperity.org/rss/?q=journal_pid:211701|2524-8987|Springer Milan|The Ultrasound Journal, Emergency Medicine, Ultrasound, Intensive / Critical Care Medicine, Diagnostic Radiology, Imaging / Radiology, Interventional Radiology
Uluborlu Mesleki Bilimler Dergisi|https://dergipark.org.tr/en/pub/umbd|https://paperity.org/rss/?q=journal_pid:22400|2651-5423|-|-
Uludağ Arıcılık Dergisi|https://dergipark.org.tr/en/pub/uluaricilik|https://paperity.org/rss/?q=journal_pid:173440|1303-0248|-|-
Uludağ Üniversitesi Eğitim Fakültesi Dergisi|https://dergipark.org.tr/en/pub/uefad|https://paperity.org/rss/?q=journal_pid:492|2667-6788|-|-
Uludağ Üniversitesi Fen-Edebiyat Fakültesi Sosyal Bilimler Dergisi|https://dergipark.org.tr/en/pub/sosbilder|https://paperity.org/rss/?q=journal_pid:259699|1302-2423, 2564-6834|-|-
Uludağ Üniversitesi İlahiyat Fakültesi Dergisi|https://dergipark.org.tr/en/pub/uluifd|https://paperity.org/rss/?q=journal_pid:26308|1301-3394, 2667-680X|-|-
Uludağ Üniversitesi Tıp Fakültesi Dergisi|https://dergipark.org.tr/en/pub/uutfd|https://paperity.org/rss/?q=journal_pid:55061|1300-414X, 2645-9027|-|-
Uludağ Üniversitesi Ziraat Fakültesi Dergisi|http://dergipark.gov.tr/ziraatuludag|https://paperity.org/rss/?q=journal_pid:83814|1301-3165, 2636-8595|-|-
Uludağ University Journal of The Faculty of Engineering|http://mmfdergi.uludag.edu.tr|https://paperity.org/rss/?q=journal_pid:202193|2148-4155, 2148-4147|Uludag University|computer engineering;industrial engineering;electrical engineering;mechanical engineering;architecture
Uludag University Journal of the Faculty of Veterinary Medicine|http://dergipark.gov.tr/uluvfd|https://paperity.org/rss/?q=journal_pid:144687|1301-3173|-|-
Ulul Albab|http://ejournal.uin-malang.ac.id/index.php/ululalbab|https://paperity.org/rss/?q=journal_pid:180375|2442-5249, 1858-4349|UIN Press|Islam;Islamic studies
Ulul Albab: Jurnal Studi dan Penelitian Hukum Islam|http://jurnal.unissula.ac.id/index.php/ua/index|https://paperity.org/rss/?q=journal_pid:364794|2597-6176, 2597-6168|Universitas Islam Sultan Agung|Islamic law;Sharia law;Islamic Economic Law;family law in Islam
ULUM|http://www.dergipark.gov.tr/ulum|https://paperity.org/rss/?q=journal_pid:112567|2645-9132|ULUM: Journal of Religious Inquiries|religion;religious studies;Islam;Islamic studies;theology;ethics
Ulumuna|http://ulumuna.or.id/index.php/ujis|https://paperity.org/rss/?q=journal_pid:41416|2355-7648, 1411-3457|State Islamic University (UIN) Mataram|Islamic studies;Islamic mysticism;educational studies;quran and hadith studies
Ulusal Çevre Bilimleri Araştırma Dergisi|https://dergipark.org.tr/en/pub/ucbad|https://paperity.org/rss/?q=journal_pid:141320|2636-7483|-|-
Ulusal Eğitim Akademisi Dergisi|https://dergipark.org.tr/en/pub/uead|https://paperity.org/rss/?q=journal_pid:170073|2636-7866, 2636-7866|-|-
Ulusal Spor Bilimleri Dergisi|https://dergipark.org.tr/en/pub/usbd|https://paperity.org/rss/?q=journal_pid:227579|2587-134X|-|-
Uluslararası Afro-Avrasya Araştırmaları Dergisi|https://dergipark.org.tr/en/pub/ijar|https://paperity.org/rss/?q=journal_pid:256332|2602-215X|-|-
Uluslararası Akademik Yönetim Bilimleri Dergisi|https://dergipark.org.tr/en/pub/yonbil|https://paperity.org/rss/?q=journal_pid:80173|2149-1984|-|-
Uluslararası Alan Eğitimi Dergisi|https://dergipark.org.tr/en/pub/ijofe|https://paperity.org/rss/?q=journal_pid:22941|2149-3030|-|-
Uluslararası Anadolu Sosyal Bilimler Dergisi (Internatıonal Anatolian Social Sciences Journal)|http://dergipark.gov.tr/ulasbid|https://paperity.org/rss/?q=journal_pid:51694|2619-9475|-|-
Uluslararası Anadolu Spor Bilimleri Dergisi|https://dergipark.org.tr/en/pub/jiasscience|https://paperity.org/rss/?q=journal_pid:203469|2548-0294|-|-
Uluslararası Anadolu Ziraat Mühendisliği Bilimleri Dergisi|https://dergipark.org.tr/en/pub/uazimder|https://paperity.org/rss/?q=journal_pid:73172|2667-7571|-|-
Uluslararası Bankacılık Ekonomi ve Yönetim Araştırmaları Dergisi|https://dergipark.org.tr/en/pub/ubeyad|https://paperity.org/rss/?q=journal_pid:80447|2667-5358|-|-
Uluslararası Batı Karadeniz Mühendislik ve Fen Bilimleri Dergisi|https://dergipark.org.tr/en/pub/umufed|https://paperity.org/rss/?q=journal_pid:113309|2687-2927|-|-
Uluslararası Batı Karadeniz Sosyal ve Beşeri Bilimler Dergisi|https://dergipark.org.tr/en/pub/baksoder|https://paperity.org/rss/?q=journal_pid:109200|2602-4594|-|-
Uluslararası Beşeri Bilimler ve Eğitim Dergisi|https://dergipark.org.tr/en/pub/ijhe|https://paperity.org/rss/?q=journal_pid:137953|2149-5645|-|-
Uluslararası Beşeri ve Sosyal Bilimler İnceleme Dergisi|https://dergipark.org.tr/en/pub/ihssr|https://paperity.org/rss/?q=journal_pid:166706|2667-8144|-|-
Uluslararası Bilgi Güvenliği Mühendisliği Dergisi|https://dergipark.org.tr/en/pub/ubgmd|https://paperity.org/rss/?q=journal_pid:195459|2528-9993|-|-
Uluslararası Bilim ve Eğitim Dergisi|https://dergipark.org.tr/en/pub/ubed|https://paperity.org/rss/?q=journal_pid:224212|2667-4122|-|-
Uluslararası Bilimsel Araştırmalar Dergisi|http://dergipark.gov.tr/ibad|https://paperity.org/rss/?q=journal_pid:87663|2536-4642|Yildiz Technical University|social sciences;humanities
Uluslararası Biyosistem Mühendisliği Dergisi|https://dergipark.org.tr/en/pub/biyosistemmuhendisligi|https://paperity.org/rss/?q=journal_pid:66705|-|-|-
Uluslararası Çocuk Edebiyatı ve Eğitim Araştırmaları Dergisi (ÇEDAR)|https://dergipark.org.tr/en/pub/chedar|https://paperity.org/rss/?q=journal_pid:220793|2636-767X|-|-
Uluslararası Dağcılık ve Tırmanış Dergisi|https://dergipark.org.tr/en/pub/dagcilik|https://paperity.org/rss/?q=journal_pid:48327|2667-6923|-|-
Uluslararası Ders Kitapları ve Eğitim Materyalleri Dergisi|https://dergipark.org.tr/en/pub/ijotem|https://paperity.org/rss/?q=journal_pid:215876|2667-4351|-|-
Uluslararası Dil, Edebiyat ve Kültür Araştırmaları Dergisi|http://dergipark.gov.tr/udekad|https://paperity.org/rss/?q=journal_pid:229344|-|-|-
